,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,wb_name,ISO
Albania,0.2995663012339353,0.9379168912669186,0.7143046879102409,1.2977527425541946,0.8526078818861527,0.20198254674768013,1.501486737154379,8.674855078123484,1.2531370037259186,0.034044420738091295,-1.8786410906786766,3.8236696061279583,1.5290338184221899,-0.6356433899125277,0.6131081425536908,,Albania,ALB
Algeria,,,,,,,,,,,,,,,,,Algeria,DZA
Andorra,,,,,,,,,,,,,,,,,Andorra,AND
Angola,,,,,,,,,,,,,,,,,Angola,AGO
Antigua and Barbuda,,,,,,,,,,,,,,,,,Antigua and Barbuda,ATG
Argentina,0.5819477932046789,0.7838712638186475,0.220955110801616,0.3570949270292536,0.9623187863070266,0.45482931027550966,0.7324960740748934,-0.03580041937007134,0.9187875124757278,0.7712015465036607,0.5435700530940893,0.5447277762811346,0.17668275736917896,-0.7307839751391177,-2.4678901230530497,,Argentina,ARG
Armenia,-0.6960739920395193,0.6099162367157347,1.1457856840636231,0.6738255676911089,4.041062112369516,0.8184777004880144,0.9366697865743149,0.42465243923708645,-1.082766677204923,1.7738530090487623,0.5294994321911459,3.836358981018596,1.5327353104431676,1.518618053344971,0.12742302248983262,,Armenia,ARM
Australia,-0.9712584445717756,0.9446587579985851,0.16779828040510608,0.36189883416441976,0.7614017737585104,-4.828712014261487,0.2942455683474136,0.47055754908180275,-0.6446556431570627,0.17639370571306687,0.7540253140019686,-0.37888158594191435,0.14290528788532428,0.4150505829174143,1.010667164951927,,Australia,AUS
Austria,1.0785311522699939,2.181482781553072,3.684766914741527,3.3274230721891938,0.1517610344017272,0.6596806491319308,-1.8014369761812714,0.7681392917740332,0.16610363230302214,1.073604344000169,1.2553661691516311,-1.0423322901685694,0.6855230270444099,-0.20418149452478102,1.5632936645441682,,Austria,AUT
Azerbaijan,-1.009992410228034,-2.3155135355619865,0.2282185508454493,0.2530487916131758,0.6641071976160726,-2.013578623726525,0.8811447095906813,1.0554682922831913,1.3739743693055793,1.0384109123950507,0.9519946926620905,0.985797317276377,0.688275691881353,0.061686209656223505,0.7981618225215233,,Azerbaijan,AZE
Bahamas,,,,,,,,,,,,,,,,,"Bahamas, The",
Bahrain,0.15628997808660897,1.653857396505876,1.2117866926962644,-2.865948928297752,-4.910599008576184,0.5815347584997056,0.18857433891403275,1.1767371818725232,0.8252028231703207,-1.8194299535726597,0.9570781182434966,-0.07155741944627522,0.24324228643740822,1.2935089918918803,9.387410092930754,,Bahrain,BHR
Bangladesh,0.7996160807831243,0.7412140443993317,-0.6246959650975098,0.23516871388705768,1.9336470030656687,1.2697117577081212,1.5293960145421794,0.30188123780059967,2.2999982753446466,1.0726850957280765,0.7698955776018737,0.7933804889952426,1.8742582092014157,0.26984389464899,1.5446329551210556,,Bangladesh,BGD
Barbados,,,,,,,,,,,,,,,,,Barbados,BRB
Belarus,1.1525201196904773,0.2635433656725215,-0.2029800267796303,-1.1774659723247798,1.517150686864961,-0.24768898827429892,0.39490542759702013,-0.6620228923567453,0.46078323801603943,0.13662117738231966,0.26552270246731097,-0.12459883991487616,-0.026603359252603393,0.21099213896447558,0.5132808913746906,,Belarus,BLR
Belgium,0.44946598045475,0.3335587100315229,0.054396769246313474,-0.692664843385245,0.07419506038408377,2.112312307006879,-0.45721803280867335,-2.4075425493527325,-0.2821229846036343,0.7287793669137538,0.7733178053313904,-1.3880414678306887,0.36905928088241935,-0.49578397854706646,1.7990876879068942,,Belgium,BEL
Belize,,,,,,,,,,,,,,,,,Belize,BLZ
Benin,0.11290853952905323,0.9843250237601193,1.0616116508211295,0.8522917432019064,-1.6680730516628897,-0.12812262012553266,1.6219676340087823,11.921309646523563,-0.23880818652699107,-1.1884746066645493,2.895683824864303,0.17546657064241028,-0.34004499188169146,1.1594090325624486,0.06560963247514849,,Benin,BEN
Bermuda,,,,,,,,,,,,,,,,,Bermuda,BMU
Bhutan,,,,,,,,,,,,,,,,,Bhutan,BTN
Bolivia,0.7943752862149316,0.745594372019249,-0.8392157336635566,2.03559927843013,0.6723269281591856,0.9233554856271396,1.1231614183526646,1.2280868931605966,0.7112443430679993,0.41682688864385126,1.8194219461695444,0.7393158874468904,1.6485193985470172,0.7203375300604286,0.9326318317009745,,Bolivia,BOL
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,Bosnia and Herzegovina,BIH
Botswana,0.11340506263814713,-0.22295182822348808,-0.056333898765996676,-0.01089367706635957,-0.05781654983286766,-0.5049211995741671,-0.16306030971655214,0.08612055286788543,0.3164894646241322,0.2374616343323899,3.7444999118464772,0.9509072754744334,0.1417195167336091,0.1205403857522713,3.08767015046393,,Botswana,BWA
Brazil,0.5727279597391267,-2.3982074449644317,0.32918337534824227,0.9460102503900409,1.2180331461641185,0.4534572784256981,0.031510604495768015,0.5684593796454985,0.5585769422049972,0.6489794057243031,0.709613987823303,0.8791056788440824,1.3988125789466763,1.1904357837516164,1.2096782595284123,,Brazil,BRA
Brunei Darussalam,-361.68242532099157,1.7196529481923495,-1.6055206121359271,0.09377680069953524,-1.8937314457590113,0.8662620808547157,-0.37978468687219663,1.5426940304743497,3.3554163126774563,0.5929216491521683,1.4611468404757937,0.9696289669893716,-0.04533105142395426,-3.8223632831570247,15.892700751788443,,Brunei Darussalam,BRN
Bulgaria,-0.2536849822076217,1.9675398034566138,1.048726586506913,1.2308912978827373,1.1609015082390826,0.4246329569766967,0.30988988086572516,2.7655937139574434,-2.1216057127356756,0.869363194131382,-1.0938996392782867,1.6600292084481465,2.669169748063209,0.9188748638786208,1.1613771260146368,,Bulgaria,BGR
Burkina Faso,-0.5169223478570355,-0.7258518755682107,0.09679711707768396,0.4052512351778087,0.18868782108729626,-0.06669477136967923,1.4211808625557047,0.7937466143337149,1.0395817423639953,0.06358588541149025,-2.373465565638041,-4.975991116265848,2.6393393163794565,0.413245114505809,-1.3086695255831846,,Burkina Faso,BFA
Burundi,,,,,,,,,,,,,,,,,Burundi,BDI
